0	177800
1	177800
2	177800
3	199244
4	250800
5	281520
6	308144
7	349708
8	427308
9	427308
10	427308
11	427308
12	427308
13	428392
14	453120
15	528260
16	528260
17	528260
18	528260
19	530068
20	569320
21	597568
22	597568
23	538900
24	579584
25	579584
26	566584
27	566584
28	557088
29	557088
30	557088
31	557088
32	557088
33	557088
34	557088
35	557088
36	557088
37	557088
38	557088
39	557088
40	557088
41	557088
42	557088
43	460120
44	460120
45	489508
46	528636
47	567548
48	620388
49	620388
50	620388
51	620388
52	620388
53	620388
54	620388
55	620388
56	607248
57	631824
58	655344
59	676836
60	676836
61	676836
62	676836
63	676836
64	676836
65	700156
66	723652
67	723652
68	723652
69	656296
70	663284
71	663284
72	616480
73	616480
74	616480
75	616480
76	616480
77	616480
78	616480
79	616480
80	616480
81	616480
82	616480
83	616480
84	616480
85	616480
86	616480
87	616480
88	616480
89	616480
90	616480
91	519220
92	519220
93	519220
94	546848
95	573472
96	610336
97	616480
98	616480
99	616480
100	616480
101	616480
102	646068
103	683068
104	683860
105	683860
106	683860
107	683860
108	693356
109	693356
110	693356
111	652932
112	652932
113	652932
114	652932
115	652932
116	652932
117	652932
118	652932
119	652932
120	652932
121	652932
122	652932
123	652932
124	652932
125	652932
126	652932
127	652932
128	652932
129	652932
130	652932
131	555880
132	555880
133	476592
134	515720
135	554632
136	595184
137	595184
138	595184
139	595184
140	595184
141	596380
142	651564
143	651564
144	651564
145	651564
146	676896
147	698380
148	698380
149	630964
150	650284
151	650284
152	613528
153	613528
154	613528
155	613528
156	613528
157	613528
158	613528
159	613528
160	613528
161	613528
162	613528
163	613528
164	613528
165	613528
166	613528
167	613528
168	613528
169	516488
170	516488
171	521372
172	560500
173	601460
174	650204
175	650204
176	650204
177	650204
178	650204
179	641160
180	680472
181	681264
182	681264
183	681264
184	706368
185	728080
186	728080
187	728080
188	660884
189	662204
190	615452
191	615452
192	615452
193	615452
194	615452
195	615452
196	615452
197	615452
198	615452
199	615452
200	615452
201	615452
202	615452
203	615452
204	615452
205	615452
206	615452
207	518192
208	518192
209	533552
210	499336
211	538248
212	595184
213	595184
214	595184
215	595184
216	595184
217	582044
218	621108
219	651564
220	651564
221	651564
222	668476
223	698380
224	698380
225	698380
226	640792
227	650284
228	606344
229	613528
230	613528
231	613528
232	613528
233	613528
234	613528
235	613528
236	613528
237	613528
238	613528
239	613528
240	613528
241	613528
242	613528
243	613528
244	613528
245	613528
246	613528
247	516488
248	516488
249	535708
250	572788
251	609652
252	613748
253	613748
254	613748
255	613748
256	613748
257	647432
258	681128
259	681128
260	681128
261	681128
262	681128
263	693196
264	693196
265	693196
266	652804
267	652804
268	652804
269	652804
270	652804
271	652804
272	652804
273	652804
274	652804
275	652804
276	652804
277	652804
278	652804
279	652804
280	652804
281	652804
282	652804
283	652804
284	652804
285	652804
286	555752
287	555752
288	491144
289	528008
290	595184
291	595184
292	595184
293	595184
294	595184
295	561564
296	600476
297	651564
298	651564
299	651564
300	651564
301	683040
302	698380
303	698380
304	630964
305	650284
306	650284
307	613528
308	613528
309	613528
310	613528
311	613528
312	613528
313	613528
314	613528
315	613528
316	613528
317	613528
318	613528
319	613528
320	613528
321	613528
322	613528
323	613528
324	613528
325	516488
326	516488
327	533660
328	570740
329	609652
330	613748
331	613748
332	613748
333	613748
334	613748
335	643336
336	681128
337	681128
338	681128
339	681128
340	681128
341	692668
342	692668
343	692668
344	632848
345	652356
346	652356
347	652356
348	652356
349	652356
350	652356
351	652356
352	652356
353	652356
354	652356
355	652356
356	652356
357	652356
358	652356
359	652356
360	652356
361	652356
362	652356
363	652356
364	555304
365	555304
366	562236
367	601364
368	640276
369	652564
370	652564
371	652564
372	652564
373	652564
374	652564
375	657372
376	657372
377	657372
378	657372
379	686836
380	704188
381	704188
382	704188
383	704188
384	704188
385	657444
386	657444
387	657444
388	657444
389	657444
390	657444
391	657444
392	657444
393	657444
394	657444
395	657444
396	657444
397	657444
398	657444
399	657444
400	657444
401	657444
402	560184
403	560184
404	560184
405	560184
406	560184
407	560184
408	560184
409	560184
410	560184
411	560184
412	560184
413	560184
414	560184
415	560184
416	560184
417	560184
418	560184
419	560184
420	560184
421	560184
422	560184
423	560184
424	560184
425	560184
426	560184
427	560184
428	560184
429	560184
430	560184
431	560184
