0	3520
1	29720
2	62644
3	62644
4	62644
5	62644
6	62644
7	62644
8	62644
9	62644
10	62644
11	62644
12	62644
13	62644
14	62644
15	62644
16	62644
17	62644
18	62644
19	62644
20	62644
21	62644
22	62644
23	62644
24	62644
25	62644
26	62644
27	62644
28	62644
29	62652
30	62652
31	62652
32	62652
33	62652
34	62652
35	62652
36	62652
37	62652
38	62652
39	62652
40	62652
41	62652
42	62652
43	62652
44	62652
45	62652
46	62652
47	62652
48	62652
49	62652
50	62652
51	62652
52	62652
53	62652
54	62652
55	62652
56	62852
57	62852
58	62852
59	62852
60	62852
61	62852
62	62852
63	62852
64	62852
65	62852
66	62852
67	62852
68	62852
69	62852
70	62852
71	62852
72	62852
73	62852
74	62852
75	62852
76	62852
77	62852
78	62852
79	62852
80	62852
81	62852
82	62852
83	58076
84	62852
85	62852
86	62852
87	62852
88	62852
89	62852
90	62852
91	62852
92	62852
93	62852
94	62852
95	62852
96	62852
97	62852
98	62852
99	62852
100	62852
101	62852
102	62852
103	62852
104	62852
105	62852
106	62852
107	62852
108	62852
109	62852
110	62852
111	62860
112	62860
113	62860
114	62860
115	62860
116	62860
117	62860
118	62860
119	62860
120	62860
121	62860
122	62860
123	62860
124	62860
125	62860
126	62860
127	62860
128	62860
129	62860
130	62860
131	62860
132	62860
133	62860
134	62860
135	62860
136	62860
137	62860
138	59676
139	62868
140	62868
141	62868
142	62868
143	62868
144	62868
145	62868
146	62868
147	62868
148	62868
149	62868
150	62868
151	62868
152	62868
153	62868
154	62868
155	62868
156	62868
157	62868
158	62868
159	62868
160	62868
161	62868
162	62868
163	62868
164	62868
165	62868
166	62868
167	62868
168	62868
169	62868
170	62868
171	62868
172	62868
173	62868
174	62868
175	62868
176	62868
177	62868
178	62868
179	62868
180	62868
181	62868
182	62868
183	62868
184	62868
185	62868
186	62868
187	62868
188	62868
189	62868
190	62868
191	62868
192	62868
193	62868
194	62868
195	62868
196	62868
197	62868
198	62868
199	62868
200	62868
201	62868
202	62868
203	62868
204	62868
205	62868
206	62868
207	62868
208	62868
209	62868
210	62868
211	62868
212	62868
213	62868
214	62868
215	62868
216	62868
217	62868
218	62868
219	62868
220	62776
221	62868
222	62868
223	62868
224	62868
225	62868
226	62868
227	62868
228	62868
229	62868
230	62868
231	62868
232	62868
233	62868
234	62868
235	62868
236	62868
237	62868
238	62868
239	62868
240	62868
241	62868
242	62868
243	62868
244	62868
245	62868
246	62868
247	62868
248	62868
249	62868
250	62868
251	62868
252	62868
253	62868
254	62868
255	62868
256	62868
257	62868
258	62868
259	62868
260	62868
261	62868
262	62868
263	62868
264	62868
265	62868
266	62868
267	62868
268	62868
269	62868
270	62868
271	62868
272	62868
273	62868
274	62868
275	57568
276	57568
277	57568
278	57568
279	57568
280	57568
281	57568
282	57568
283	57568
284	57568
285	57568
286	57568
287	57568
288	57568
289	57568
290	57568
291	57568
292	57568
293	57568
294	57568
295	57568
296	57568
297	57568
298	57568
299	57568
300	57568
301	57568
302	57568
303	57568
