0	3472
1	29828
2	75700
3	75700
4	75700
5	75700
6	75700
7	75700
8	75700
9	75700
10	75700
11	75700
12	75700
13	75700
14	75700
15	75700
16	75700
17	75700
18	75700
19	75700
20	75700
21	75700
22	75700
23	75700
24	75700
25	75700
26	75700
27	75700
28	75700
29	75700
30	66168
31	75708
32	75708
33	75708
34	75708
35	75708
36	75708
37	75708
38	75708
39	75708
40	75708
41	75708
42	75708
43	75708
44	75708
45	75708
46	75708
47	75708
48	75708
49	75708
50	75708
51	75708
52	75708
53	75708
54	75708
55	75708
56	75708
57	75708
58	65060
59	75908
60	75908
61	75908
62	75908
63	75908
64	75908
65	75908
66	75908
67	75908
68	75908
69	75908
70	75908
71	75908
72	75908
73	75908
74	75908
75	75908
76	75908
77	75908
78	75908
79	75908
80	75908
81	75908
82	75908
83	75908
84	75908
85	75908
86	65060
87	75908
88	75908
89	75908
90	75908
91	75908
92	75908
93	75908
94	75908
95	75908
96	75908
97	75908
98	75908
99	75908
100	75908
101	75908
102	75908
103	75908
104	75908
105	75908
106	75908
107	75908
108	75908
109	75908
110	75908
111	75908
112	75908
113	75908
114	65060
115	75908
116	75908
117	75908
118	75908
119	75908
120	75908
121	75908
122	75908
123	75908
124	75908
125	75908
126	75908
127	75908
128	75908
129	75908
130	75908
131	75908
132	75908
133	75908
134	75908
135	75908
136	75908
137	75908
138	75908
139	75908
140	75908
141	75908
142	65576
143	75908
144	75908
145	75908
146	75908
147	75908
148	75908
149	75908
150	75908
151	75908
152	75908
153	75908
154	75908
155	75908
156	75908
157	75908
158	75908
159	75908
160	75908
161	75908
162	75908
163	75908
164	75908
165	75908
166	75908
167	75908
168	75908
169	75908
170	65060
171	75908
172	75908
173	75908
174	75908
175	75908
176	75908
177	75908
178	75908
179	75908
180	75908
181	75908
182	75908
183	75908
184	75908
185	75908
186	75908
187	75908
188	75908
189	75908
190	75908
191	75908
192	75908
193	75908
194	75908
195	75908
196	75908
197	75908
198	60964
199	75908
200	75908
201	75908
202	75908
203	75908
204	75908
205	75908
206	75908
207	75908
208	75908
209	75908
210	75908
211	75908
212	75908
213	75908
214	75908
215	75908
216	75908
217	75908
218	75908
219	75908
220	75908
221	75908
222	75908
223	75908
224	75908
225	75908
226	63012
227	75908
228	75908
229	75908
230	75908
231	75908
232	75908
233	75908
234	75908
235	75908
236	75908
237	75908
238	75908
239	75908
240	75908
241	75908
242	75908
243	75908
244	75908
245	75908
246	75908
247	75908
248	75908
249	75908
250	75908
251	75908
252	75908
253	75908
254	57596
255	75908
256	75908
257	75908
258	75908
259	75908
260	75908
261	75908
262	75908
263	75908
264	75908
265	75908
266	75908
267	75908
268	75908
269	75908
270	75908
271	75908
272	75908
273	75908
274	75908
275	75908
276	75908
277	75908
278	75908
279	75908
280	75908
281	75908
282	57336
283	57336
284	57336
285	57336
286	57336
287	57336
288	57336
289	57336
290	57336
291	57336
292	57336
293	57336
294	57336
295	57336
296	57336
297	57336
298	57336
299	57336
300	57336
301	57336
302	57336
303	57336
304	57336
305	57336
306	57336
307	57336
308	57336
309	57336
310	57336
